,Quote,Link
2519,Ganesh Holdings,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ganeshholdings/GHL
2520,Ganesh Housing,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ganeshhousingcorporation/GHC02
2521,Ganesh Leafin,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ganeshleafinvest/GL
2522,Ganesha Ecosph,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ganeshaecosphere/GP01
2523,Ganga Forging,https://www.moneycontrol.com/india/stockpricequote/gangaforging/gangaforging/GF
2524,Ganga Papers,https://www.moneycontrol.com/india/stockpricequote/paper/gangapapersindia/KP10
2525,Ganga Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gangapharmaceuticals/GPL02
2526,Gangadharan App,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/gangadharanappliances/GA02
2527,Ganges Securiti,https://www.moneycontrol.com/india/stockpricequote/financegeneral/gangessecurities/GS16
2528,Gangotri Cement,https://www.moneycontrol.com/india/stockpricequote/cementmini/gangotricement/GC
2529,Gangotri Iron,https://www.moneycontrol.com/india/stockpricequote/steelrolling/gangotriironsteelcompany/GIS01
2530,Gangotri Textil,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/gangotritextiles/GT
2531,Ganipitak Yaks,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ganipitakyakscapital/GYC
2532,Ganon Products ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ganonproductsltd/GTF
2533,Garbi Finvest,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/garbifinvest/GP13
2534,Garden Reach Sh,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/gardenreachshipbuildersengineers/GRS01
2535,Garden Silk,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/gardensilkmills/GSM
2536,Garg Forgings,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/gargforgingscastings/GFC03
2537,Garg Furnace,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/gargfurnace/GF03
2538,Garlon Ind,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/garlonpolyfabindustries/GPI02
2539,Garment Mantra,https://www.moneycontrol.com/india/stockpricequote/garmentmantra/garmentmantralifestyle/JFA02
2540,Garnet Construc,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/garnetconstruction/GC01
2541,Garnet Intl,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/garnetinternational/GI28
2542,Garodia Chemica,https://www.moneycontrol.com/india/stockpricequote/chemicals/garodiachemicals/GC02
2543,Garware Marine,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/garwaremarineindustries/GMI
2544,Garware Nylons ,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/garwarenylons/GNL
2545,Garware Synth,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/garwaresynthetics/GS02
2546,Garware Technic,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/garwaretechnicalfibres/GWR
2547,Gateway Dist-RE,https://www.moneycontrol.com/india/stockpricequote/gatewaydistre/gatewaydistriparksre/GDR01
2548,Gateway Distri,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gatewaydistriparks/GD01
2549,Gateway Holding,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gatewayholdingtrades/GHT02
2550,Gati,https://www.moneycontrol.com/india/stockpricequote/couriers/gati/G04
2551,Gautam Exim,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gautameximltd/GEL
2552,Gautam Gems,https://www.moneycontrol.com/india/stockpricequote/gautamgems/gautamgems/GGL54093
2553,Gayatri Bio,https://www.moneycontrol.com/india/stockpricequote/trading/gayatribioorganics/SI37
2554,Gayatri Highway,https://www.moneycontrol.com/india/stockpricequote/engineeringconstruction/gayatrihighways/GAYAH54154
2555,Gayatri Project,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gayatriprojects/GP10
2556,Gayatri Sugars,https://www.moneycontrol.com/india/stockpricequote/sugar/gayatrisugars/GS14
2557,Gayatri Tissue,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/gayatritissuepapers/GTP
2558,Gaylord Ind,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/gaylordindustries/GIL07
2559,Gazi Fin Ser,https://www.moneycontrol.com/india/stockpricequote/financegeneral/gazifinancialservicesinvestments/GFS
2560,GB 2.50% SEP28,https://www.moneycontrol.com/india/stockpricequote/gb250sep28/gb250sep28srvify202021/GB2
2561,GB Global,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/gbglobal/MI24
2562,Gccl Constr,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/gcclconstructions/GCC03
2563,GCCL Infrastruc,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gcclinfrastructureprojects/GCC04
2564,GCM Capital,https://www.moneycontrol.com/india/stockpricequote/financegeneral/gcmcapitaladvisors/GCA
2565,GCM Commodity,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gcmcommodityderivatives/GCD01
2566,GCM Securities,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gcmsecurities/GS13
2567,GCV Services,https://www.moneycontrol.com/india/stockpricequote/financegeneral/gcvservices/GCV
2568,GDL Leasing,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gdlleasingfinance/GDL
2569,GDR Media,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gdrmedia/GDR03
2570,GE Power India,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/gepowerindia/AP29
2571,GE Shipping,https://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
2572,GE T&D India,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/getdindia/ATD
2573,GEE,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/gee/GEE02
2574,Gee Gee Granite,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/geegeegranites/GGG
2575,Gee Kay Tex,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/geekaytextiles/GKT
2576,GeeCee Ventures,https://www.moneycontrol.com/india/stockpricequote/geeceeventures/geeceeventures/GCI05
2577,Geefcee Fin,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/geefceefinance/GF13
2578,Geekay Exim,https://www.moneycontrol.com/india/stockpricequote/trading/geekayeximindia/GEI01
2579,Geekay Imaging,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/geekayimaging/GI21
2580,Geekay Wires,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/geekaywires/GW01
2581,Geetanjali Cred,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/geetanjalicreditcapital/GCC05
2582,GEI Industrial,https://www.moneycontrol.com/india/stockpricequote/engineering/geiindustrialsystems/GEI03
2583,Gem Cables,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/gemcablesconductors/GCC01
2584,Gem Eyeadorns,https://www.moneycontrol.com/india/stockpricequote/personalcare/gemeyeadorns/GE
2585,Gem Spinners,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/gemspinnersindia/GSI
2586,Gemini Agritech,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/geminiagritech/GA05
2587,Gemini Comm,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/geminicommunications/GC17
2588,Gemini Engi-Fab,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/geminiengifab/GE06
2589,Gemmia Oiltech,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gemmiaoiltechindia/RKI
2590,Gemstone Inv,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gemstoneinvestments/GI05
2591,Genelec,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/genelec/G01
2592,Genera Agri,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/generaagricorp/GAC04
2593,General Insuran,https://www.moneycontrol.com/india/stockpricequote/diversified/generalinsurancecorporationindia/GIC12
2594,Generic Eng,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/genericengineeringconstructionprojects/WPF
2595,Generic Pharmas,https://www.moneycontrol.com/india/stockpricequote/dyespigments/genericpharmasec/AR04
2596,Genesis Develop,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/genesisdevelopersresorts/GDR
2597,Genesys Int,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/genesysinternationalcorporation/GIC10
2598,Gennex Labs,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gennexlaboratories/GL03
2599,Genomic Valley,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/genomicvalleybiotech/GVB
2600,Gensol Engineer,https://www.moneycontrol.com/india/stockpricequote/engineering/gensolengineering/GE07
2601,Genuine Commod,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/genuinecommoditiesdevelopment/GCD
2602,Genus Comm,https://www.moneycontrol.com/india/stockpricequote/trading/genuscommutrade/GCT
2603,Genus Paper,https://www.moneycontrol.com/india/stockpricequote/paper/genuspaperboards/GPB
2604,Genus Power,https://www.moneycontrol.com/india/stockpricequote/electricals/genuspowerinfrastructures/GPI08
2605,Genus Prime Inf,https://www.moneycontrol.com/india/stockpricequote/chemicals/genusprimeinfra/GC19
2606,Geodesic,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/geodesic/G05
2607,Geojit Fin,https://www.moneycontrol.com/india/stockpricequote/financegeneral/geojitfinancialservices/GBN01
2608,Geologging Ind,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/geologgingindustries/GI06
2609,Geometric,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/geometric/G03
2610,German Gardens ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/germangardens/GGL01
2611,German Remedies,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/germanremedies/GR
2612,Gestetner,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/gestenerindia/GI07
2613,Getalong Enter,https://www.moneycontrol.com/india/stockpricequote/trading/getalongenterprise/GE08
2614,GFL,https://www.moneycontrol.com/india/stockpricequote/chemicals/gfl/GF07
2615,GFL Financials,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gflfinancialsindia/GFI01
2616,GG Auto Gears,https://www.moneycontrol.com/india/stockpricequote/engineering/ggautomativegears/GGA
2617,GG Dandekar,https://www.moneycontrol.com/india/stockpricequote/engineering/ggdandekarmachineworks/GGD
2618,Ghanshyam St,https://www.moneycontrol.com/india/stockpricequote/engineering/ghanshyamst/GS08
2619,Ghushine Fintrr,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/ghushinefintrradeocean/GFO
2620,GI Engineering,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/giengineeringsolutions/GIE01
2621,Gian,https://www.moneycontrol.com/india/stockpricequote/gian/gianlifecare/GL01
2622,GIC BalancedFun,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicbalancedfund/GIC02
2623,Gic Gr Plus,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicgrowthplus/GIC07
2624,GIC GrowthPlusI,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicgrowthplusii/GIC01
2625,GIC Housing Fin,https://www.moneycontrol.com/india/stockpricequote/financehousing/gichousingfinance/GIC
2626,GIC Rise 91 CBS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicrise91cbs/GIC03
2627,GIC Rise 91 MIS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicrise91mis/GIC04
2628,GIC Rise II CBS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicriseiicbs/GIC05
2629,GIC Rise II MIS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicriseiimis/GIC06
2630,Gic Taxsa 95,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gictaxsavers95/GIC08
2631,GIC Taxsaver,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gictaxsaversgrowthplan/GIC09
2632,GICBigCBS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicbigvaluecbs/GBV
2633,GICBigQDIS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gicbigvalueqdis/GBV01
2634,GIL Hospitals,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/gilhospitals/MH
2635,Gilada Finance,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/giladafinanceinvestments/GFI02
2636,Gillanders Arbu,https://www.moneycontrol.com/india/stockpricequote/diversified/gillandersarbuthnotco/GAC03
2637,Gillette India,https://www.moneycontrol.com/india/stockpricequote/personalcare/gilletteindia/GI22
2638,Gilt Pack,https://www.moneycontrol.com/india/stockpricequote/packaging/giltpack/GP02
2639,GILT5YBEES,https://www.moneycontrol.com/india/stockpricequote/etf/nipponindiaetf5yeargilt/NIE05
2640,Gini Silk Mills,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ginisilkmills/GSM01
2641,Ginni Filaments,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ginnifilaments/GF01
2642,Girdhari Sugar,https://www.moneycontrol.com/india/stockpricequote/sugar/girdharilalsugarallied/GSA02
2643,Giriraj Civil D,https://www.moneycontrol.com/india/stockpricequote/cementmajor/girirajcivildevelopers/GCD02
2644,Giriraj Print,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/girirajprintplast/GPP01
2645,Girish Hotel,https://www.moneycontrol.com/india/stockpricequote/hotels/girishhotelresortshealthfarm/GHR
2646,Girish Travels ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/girishtravelscouriers/GTC03
2647,Girnar Fibres,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/girnarfibres/GF02
2648,GIS Ltd,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/gis/GIS03
2649,Gita Renewable ,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/gitarenewableenergy/GRE01
2650,Gitanjali Gems,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/gitanjaligems/GG03
2651,GK Consultants,https://www.moneycontrol.com/india/stockpricequote/financegeneral/gkconsultants/GKC
2652,GKB Ophthalmics,https://www.moneycontrol.com/india/stockpricequote/personalcare/gkbophthalmics/GKB
2653,GKN Invel Trans,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/gkninveltransmissions/GKN
2654,GKW,https://www.moneycontrol.com/india/stockpricequote/fasteners/gkw/GKW
2655,Glance Fin,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/glancefinance/GF14
2656,Gland,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/glandpharma/GP14
2657,GlaxoSmith Con,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/glaxosmithklineconsumerhealthcare/GSC04
2658,GlaxoSmithKline,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glaxosmithklinepharmaceuticals/GSK
2659,GLCL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gianlifecarelimited/GIANL54291
2660,Gleam Fabmat,https://www.moneycontrol.com/india/stockpricequote/aluminium/gleamfabmat/GF16
2661,Gleitlager,https://www.moneycontrol.com/india/stockpricequote/bearings/gleitlagerindia/GI08
2662,Glenmark,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glenmarkpharma/GP08
2663,Glenmark Life,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/glenmarklifesciences/GLS01
2664,Glittke Granite,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/glittkegranites/GG01
2665,Global Arya Ind,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/globalaryaindustries/GAI01
2666,Global Cap Mkts,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/globalcapitalmarkets/GCM
2667,Global e-Soluti,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/globalesolutions/GSL05
